transaction_name,matched_building_name,match_score
1 Kai Ming Street,19 Kiu Wong Street,80.0
Horae Place Ma Tau Wai Road,M Place,83.33333333333333
Wong Teck Building Yuk Shing Street,Kut Shing Building,87.5
Man Shun Factory Building,Man Shun Factory Building,100.0
Ting Sun Plaza,Ting Sun Plaza,100.0
Great Wall Building Tam Kung Road,Great Wall Factory Building,82.6086956521739
On Lung Building Mei King Street,Bcc Building,80.0
28 Tin Kwong Road,2 Hong Ting Road,84.84848484848484
Lee Wing Building Shansi Street,Wing Fai Building,86.66666666666667
2-6 Sung Wong Toi Road,92 Sung Wong Toi Road,93.02325581395348
Newport Centre Phase I,Newport Centre Phase I,100.0
3 Yuk Yat Street,3 Yuk Yat Street,100.0
Wui Chuen Building Pak Tai Street,Tai Yau Building,85.71428571428571
Wui Chuen Building,Wui Wah Factory Building,80.0
19 Yuk Yat Street,3 Yuk Yat Street,93.33333333333333
2 San Lau Street,3 San Fui Street,81.25
31 Sheung Heung Road Sheung Heung Road,31 Sheung Heung Road,100.0
Acro Industrial Building Yuk Yat Street,Acro Industrial Building,100.0
Shun Wai Industrial Building Yuk Yat Street,Shun Wai Industrial Building,100.0
5 Ma Hang Chung Road,45 Wong Chuk Hang Road,80.95238095238095
Hop Shing Commercial Building ,Tai Shing Commercial (Yaumati) Building,92.5925925925926
Ling Nam Building,Song Ling Industrial Building,86.66666666666667
Tai Chiap Factory Building,Tai Chiap Factory Building,100.0
Horae Place,M Place,83.33333333333333
My Place,M Place,93.33333333333333
Merit Industrial Centre,Merit Industrial Centre A,100.0
Sun Shing Centre,Wah Shing Centre (SSW),85.71428571428571
Metropolitan Rise,Metropolitan Factory And Warehouse,82.75862068965517
On Ping Building,Ping Fai Industrial Building,89.65517241379311
Ming Fat Building (To Kwa Wan),Bcc Building,80.0
3 Yuk Yat Street ,3 Yuk Yat Street,100.0
Wong Teck Building,Sing Teck Factory Building,83.87096774193549
Fok On Building,Chung On Industrial Building,84.61538461538461
World Wide Industrial Building,Yiko Industrial Building,88.37209302325581
31 Sheung Heung Road,31 Sheung Heung Road,100.0
Lee Wing Building,Tung Lee Building,88.23529411764706
Yick Fu Building,Cheung Yick Industrial Building,89.65517241379311
On Lung Building,Sum Lung Industrial Building,89.65517241379311
Wan Tin Building,Tin On Industrial Building,85.71428571428571
In House,Cnt House,82.35294117647058
Chung Wah Industrial Building,Cheung Wah Industrial Building,98.30508474576271
92 Sung Wong Toi Road,92 Sung Wong Toi Road,100.0
2 Mei King Street,23B Mei Wan Street,80.0
5 Mei Wa Street,23B Mei Wan Street,84.84848484848484
2 Hok Ling Street,20 Wing Hong Street,83.33333333333333
50 Wing Kwong Street,20 Wing Hong Street,87.17948717948718
Tung Nam Factory Building Ma Tau Kok Road,Tung Nam Factory Building,100.0
9 Hok Ling Street,9 Wing Hong Street,85.71428571428571
17 Sheung Heung Road,31 Sheung Heung Road,95.0
On Ping Building Mei King Street,Bcc Building,80.0
14-18 Sung Wong Toi Road,92 Sung Wong Toi Road,92.3076923076923
International Commerce Centre,New Commerce Centre,88.23529411764706
International Commerce Centre ,New Commerce Centre,88.23529411764706
Kowloon Building,Kowloon Investment Building,100.0
Kam Wah Bld (YMT) Nathan Road,238 Nathan Road,84.61538461538461
Full Win Commercial Centre,Boss Commercial Centre,87.17948717948718
Tai Shing Commercial (Yaumati) Building,Tai Shing Commercial (Yaumati) Building,100.0
In's Point Nathan Road,238 Nathan Road,84.61538461538461
Kam Shek Commercial Building,Witty Commercial Building,86.36363636363636
Arthur Commercial Building,Witty Commercial Building,86.36363636363636
Wing Wong Commercial Building,Wing Fai Building,86.66666666666667
Hip Kwan Commercial Building,Tung Hip Commercial Building,90.19607843137254
Nathan Commercial Building,Witty Commercial Building,86.36363636363636
Nathan Road Court Nathan Road,238 Nathan Road,84.61538461538461
Ginza Square,Ginza Square,100.0
Ruby Commercial Building,Prosperous Commercial Building,88.37209302325581
Golden Dragon Commercial Building,Witty Commercial Building,86.36363636363636
S. B. Commercial Building,Prosperous Commercial Building,86.36363636363636
Good Harvest Commercial Building,Witty Commercial Building,86.36363636363636
Wing Sheung Building Reclamation Street,Wing Fai Building,86.66666666666667
Alhambra Building Nathan Road,238 Nathan Road,84.61538461538461
Grand Place,Grand Century Place I,100.0
Cheung Hing Bld Nathan Road,238 Nathan Road,84.61538461538461
Kiu Kong Mansion Nathan Road,238 Nathan Road,84.61538461538461
King Star Commercial Centre Wing Sing Lane,Wing On Centre,88.0
Full Win Commercial Centre Nathan Road,Nathan Centre,100.0
Winfield Building Canton Road,Bcc Building,80.0
Lung Ma Building Nathan Road,238 Nathan Road,84.61538461538461
Prospect Building Nathan Road,238 Nathan Road,84.61538461538461
King Star Commercial Centre,Boss Commercial Centre,87.17948717948718
Kelly Commercial Centre,Boss Commercial Centre,87.17948717948718
Fu Wing Building Pitt Street,Wing Fai Building,86.66666666666667
Tai Wo Building,Tai Yau Building,88.88888888888889
Golden Dragon Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
502 Nathan Road,238 Nathan Road,86.66666666666667
Bangkok Bank Building(YMT),Bangkok Bank Building(YMT),100.0
Wofoo Commercial Building,Wofoo Building,100.0
Wai Wah Commercial Building Portland Street,Po Wai Building,88.88888888888889
Xing Hua Centre,Hua Chiao Commercial Centre,80.0
Kim Tin Building Reclamation Street,Bcc Building,80.0
Wing Sing Commercial Building,Wing Fai Building,86.66666666666667
Yun Kai Building Nathan Road,Kai It Building,88.88888888888889
Man Shing Building (YMT) Temple Street,Kut Shing Building,87.5
Nathan Apartments Nathan Road,238 Nathan Road,84.61538461538461
Arthur Commercial Building Temple Street,Witty Commercial Building,86.36363636363636
Lai Shing Building Nathan Road,Kut Shing Building,87.5
May Gar Commercial Building,Witty Commercial Building,86.36363636363636
475-477 Nathan Road,238 Nathan Road,84.61538461538461
Ek Nam Building Nathan Road,238 Nathan Road,84.61538461538461
Wing Tak Building (YMT) Waterloo Road,Wing Fai Building,86.66666666666667
Sunbeam Commercial Building,Witty Commercial Building,86.36363636363636
Kam Sing Building Canton Road,Bcc Building,80.0
Mee King Building Nathan Road,238 Nathan Road,84.61538461538461
Mong Kok Building Nathan Road,238 Nathan Road,84.61538461538461
Tougha Mansion Nathan Road,238 Nathan Road,84.61538461538461
Tang's Mansion Nathan Road,238 Nathan Road,84.61538461538461
Hing Wah Building Reclamation Street,Yue Hing Building,86.66666666666667
Hung Hsing Building Nathan Road,238 Nathan Road,84.61538461538461
Hamilton Building Hamilton Street,Bcc Building,80.0
Tung Yu Building Tung Fong Street,Tai Tung Building,86.66666666666667
Wang Cheong Commercial Building,Chung Wai Commercial Building,90.0
475 Nathan Road,655 Nathan Road,86.66666666666667
Chak Fung House Nathan Road,238 Nathan Road,84.61538461538461
Tung Nam Commercial Centre Portland Street,Boss Commercial Centre,87.17948717948718
Hang Lung Mansion Nathan Road,238 Nathan Road,84.61538461538461
Tak Hay Building Tak Cheong Street,Cheong Lee Building,88.23529411764706
Commerce Tower,Kowloon Commerce Centre Tower A,100.0
Nathan Tower Nathan Road,238 Nathan Road,84.61538461538461
Wing Sing Commercial Building Wing Sing Lane,Wing Fai Building,86.66666666666667
Wah Hing Commercial Centre,K Wah Centre,90.9090909090909
9 Tung Fong Street,9 Wing Hong Street,83.33333333333333
Bonds Mansion Nathan Road,238 Nathan Road,84.61538461538461
Wing Wong Commercial Building Nathan Road,Wing Fai Building,86.66666666666667
Ginza Square Nathan Road,Ginza Square,100.0
Winner Building Canton Road,Winner Building (HH),85.71428571428571
558-580 Nathan Road,238 Nathan Road,84.61538461538461
Man Hoo Court Nathan Road,238 Nathan Road,84.61538461538461
Yee Fat Building,Man Yee Building,87.5
Sun Shine Centre,Sun Fung Centre,80.0
Yue King Building Shanghai Street,Yue Xiu Building,85.71428571428571
Oxford Commercial Building,Witty Commercial Building,86.36363636363636
Shun On Building Tung On Street,Tai Tung Building,86.66666666666667
Hip Kwan Commercial Building Pitt Street,Tung Hip Commercial Building,90.19607843137254
Wing Tai Building Canton Road,Wing Fai Building,86.66666666666667
Shun Fung Building (Mong Kok) Tung On Street,Tai Tung Building,86.66666666666667
On Yip Building,Yip Fung Industrial Building,88.88888888888889
Hayon Building Tak Cheong Lang,Cheong Lee Building,88.23529411764706
Wofoo Commercial Building Nathan Road,Wofoo Building,100.0
Kam Fai Building (Yau Ma Tei) Waterloo Road,Wing Fai Building,82.75862068965517
Kelly Commercial Centre Nathan Road,Nathan Centre,100.0
Wing Fat Building (YMT) Canton Road,Wing Fai Building,86.66666666666667
Good Harvest Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
On Lee Building,Cheung Lee Industrial Building,88.88888888888889
Kam Fai Building,Kam Man Fung Factory Building,85.71428571428571
Tung Hing Building (YMT) Tung On Street,Tai Tung Building,86.66666666666667
Shiu Fung Building Temple Street,Bcc Building,80.0
Kam Tong Building (Y.M.T.),Bcc Building,80.0
Fu Cheong Building (YMT) Temple Street,Cheong Lee Building,88.23529411764706
Cheong Mow Building Shanghai Street,Cheong Lee Building,88.23529411764706
Bell House Nathan Road,238 Nathan Road,84.61538461538461
Tsang Cheung House Nathan Road,238 Nathan Road,84.61538461538461
Tai Wo Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
Kam Wah Building (Y.M.T.),Koon Wah Building,82.75862068965517
Wang Cheong Commercial Building Reclamation Street,Cheong Lee Building,88.23529411764706
Kam Tong Building (YMT) Canton Road,Bcc Building,80.0
Onward Building,Bcc Building,80.0
Nathan Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
Lung Ma Building,Sum Lung Industrial Building,89.65517241379311
Xing Hua Centre ,Hua Chiao Commercial Centre,80.0
Ruby Commercial Building ,Prosperous Commercial Building,88.37209302325581
On Yip Building ,Yip Fung Industrial Building,88.88888888888889
Shui Fung Building ,Kam Man Fung Factory Building,83.87096774193549
On Lee Building ,Cheung Lee Industrial Building,88.88888888888889
Full Win Commercial Centre ,Boss Commercial Centre,87.17948717948718
Wing Tak Building (YMT),Wing Fai Building,86.66666666666667
Tai Shing Commercial (Yaumati) Building ,Tai Shing Commercial (Yaumati) Building,100.0
Sun Shine Centre ,Sun Fung Centre,80.0
Wofoo Commercial Building ,Wofoo Building,100.0
Oxford Commercial Building ,Witty Commercial Building,86.36363636363636
Hip Kwan Commercial Building ,Tung Hip Commercial Building,90.19607843137254
Wang Cheong Commercial Building ,Chung Wai Commercial Building,90.0
Kam Fai Building (Yau Ma Tei),Wing Fai Building,82.75862068965517
Cheong Mow Building,Cheong Lee Building,88.23529411764706
Kowloon Building ,Kowloon Investment Building,100.0
S. B. Commercial Building ,Prosperous Commercial Building,86.36363636363636
Kelly Commercial Centre ,Boss Commercial Centre,87.17948717948718
Wing Wong Commercial Building ,Wing Fai Building,86.66666666666667
Arthur Commercial Building ,Witty Commercial Building,86.36363636363636
Mee King Building,Tak King Industrial Building,86.66666666666667
Wah Hing Commercial Centre ,K Wah Centre,90.9090909090909
Cheng Hong Building,Hong Kong (Chai Wan) Industrial Building,81.25
Tung Nam Commercial Centre,Boss Commercial Centre,87.17948717948718
Wing Sing Commercial Building ,Wing Fai Building,86.66666666666667
Bank of Communications Building (YMT) ,Bcc Building,80.0
Hing Wah Building,Wah Hing Industrial Building,100.0
Ginza Square ,Ginza Square,100.0
Kam Shek Commercial Building ,Witty Commercial Building,86.36363636363636
Commerce Tower ,Kowloon Commerce Centre Tower A,100.0
May Gar Commercial Building ,Witty Commercial Building,86.36363636363636
Fu Cheong Building (YMT),Cheong Lee Building,88.23529411764706
Wai Wah Commercial Building,Chung Wai Commercial Building,92.0
Nathan Commercial Building ,Witty Commercial Building,86.36363636363636
Kam Tong Building (YMT),Bcc Building,80.0
Wai Wah Commercial Building ,Chung Wai Commercial Building,92.0
Tung Yu Building,Gee Tung Chang Industrial Building,89.65517241379311
Portland Place,M Place,83.33333333333333
Cheung Hing Bld,Cheung Hing Industrial Building (WD),84.61538461538461
Prospect Building,Prosperous Building,83.33333333333333
Winfield Building,Winfield Industrial Building,100.0
Onward Building ,Bcc Building,80.0
Golden Dragon Commercial Building ,Witty Commercial Building,86.36363636363636
Tai Wo Building ,Tai Yau Building,88.88888888888889
Shun Lee Building (Block A),Tung Lee Building,82.75862068965517
Tai On House,Wing On House,80.0
Wing Tai Building,Wing Fai Building,94.11764705882354
King Star Commercial Centre ,Boss Commercial Centre,87.17948717948718
Hamilton Building,Champion Building,82.35294117647058
Good Harvest Commercial Building ,Witty Commercial Building,86.36363636363636
Wing Fat Building (YMT),Wing Fai Building,86.66666666666667
Kam Fai Building ,Kam Man Fung Factory Building,85.71428571428571
Yau Lee Building,Cheung Lee Industrial Building,85.71428571428571
Man Wing Building,Wing Fai Building,88.23529411764706
Sunbeam Commercial Building ,Witty Commercial Building,86.36363636363636
Ming Fong Building ,Hop Ming Factory Building,83.87096774193549
Hung Hsing Building ,Yue Hing Building,83.33333333333333
Cheong Wai Building ,Po Wai Building,88.88888888888889
S.B. Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
Man Wing Building Nathan Road,Wing Fai Building,86.66666666666667
Sunbeam Commercial Building Nathan Road,Witty Commercial Building,86.36363636363636
Yau Lee Building Ferry Street,Tai Yau Building,85.71428571428571
Cnac Tower,Cnt Tower,84.21052631578948
Cnac Tower ,Cnt Tower,84.21052631578948
Silver Centre Building,Bcc Building,80.0
Mui Wo Building Mui Wo Ferry Pier Road,Bcc Building,80.0
Lai Chi Kok Bay Garden Lai King Hill Road,822 Lai Chi Kok Road,88.88888888888889
World Trade Square,Trade Square,100.0
Poly Centre,Poly Centre,100.0
Raleigh Centre,Raleigh Centre,100.0
Sun Ling Plaza,Sun Ling Plaza,100.0
Cardinal Industrial Building,Cardinal Industrial Building,100.0
Good Harvest Centre,Good Harvest Centre,100.0
Hong Leong Plaza Phase 1,Hong Leong Plaza Phase 1,100.0
Sun Building,Sun Hing Industrial Building (WCH),100.0
Lincoln Centre,Lincoln Centre,100.0
Lung Fung Group Centre,Po Lung Centre,88.0
Festigood Centre,Festigood Centre,100.0
Hi-Speed Centre 1,Hi-Speed Centre 1,100.0
Fanling Industrial Centre,Fanling Industrial Centre,100.0
Fuk Shing Commercial Building,Fuk Shing Commercial Building,100.0
Kawada Plaza,Kawada Plaza,100.0
Dormind Industrial Building,Dormind Industrial Building,100.0
Wo Fung Industrial Building,Wo Fung Industrial Building,100.0
On Hang Industrial Centre,On Hang Industrial Centre,100.0
Hong Leong Plaza Phase 2,Hong Leong Plaza Phase 1,95.83333333333333
On Wui Centre,On Wui Centre,100.0
On Hing Industrial Centre,On Hing Industrial Centre,100.0
Chiaphua Industrial Building,Chiaphua Industrial Building,100.0
Tai Cheung Building Wo Tai Street,Tai Yau Building,85.71428571428571
On Tai Industrial Centre,On Tai Industrial Centre,100.0
Wing Fok Centre Luen Chit Street,Wing On Centre,88.0
Wu Tung Development Centre,Tung Tak Centre,84.61538461538461
CKK Industrial Building,K.K. Industrial Building,93.61702127659575
Chevalier Warehouse Building,Chevalier Warehouse Building,100.0
Lincoln Centre YIP FUNG STREET,Lincoln Centre,100.0
New China Steam Laundry Building,China Building,100.0
Chung Tai Printing Group Building,Tai Yau Building,85.71428571428571
Yau Cheong Centre,Yue Cheung Centre,88.23529411764706
Techno Centre,Techno Centre,100.0
Yip's Chemical Building,Bcc Building,80.0
Kin Fung Building Wo Fung Street,Bcc Building,80.0
Cheong Wah Building Luen Cheong Street,Cheong Lee Building,88.23529411764706
Kawada Plaza II,Kawada Plaza,100.0
Smile Centre,Empire Centre,80.0
Luen Cheong Building Luen Cheong Street,Cheong Lee Building,88.23529411764706
Heng Hing Industrial Building,Wing Hang Industrial Building,93.10344827586206
Kader Industrial Centre,Leader Industrial Centre,93.61702127659575
Luen Wo Centre,Wah Luen Industrial Centre Block B,88.0
Wing Fok Centre,Wing On Centre,88.0
Fanling Centre,Fanling Industrial Centre,100.0
Mineron Centre,Metro Centre,84.61538461538461
Fook Woo Group Building,Fook Yip Building,86.66666666666667
Cambridge Plaza,Cambridge Plaza Block A,100.0
Union Plaza,Grandion Plaza,80.0
Tai Cheung Building,Tai Tung Building,88.88888888888889
Fanling Commercial Centre,Boss Commercial Centre,87.17948717948718
Fanling Town Centre,Fanling Industrial Centre,84.84848484848484
Wah Ming Shopping Centre,K Wah Centre,90.9090909090909
Wah Sum Shopping Centre,K Wah Centre,90.9090909090909
Luen Cheong Building,Cheong Lee Building,92.3076923076923
Yung Shing Shopping Centre,Chi Shing Centre,85.71428571428571
Honfield Industrial Building,Honfield Industrial Building,100.0
Grace Industrial Building,Grand Industrial Building,92.0
Storefriendly Tower (Metropolis East),Storefriendly Tower (Metropolis East),100.0
World Wide Group Centre,World Trade Centre,80.0
Wing Fai Centre Luen Chit Street,Wing On Centre,88.0
Kings Wing Plaza 2,Kings Wing Plaza 2,100.0
Wah Lok Industrial Centre Block F,Wah Lok Industrial Centre Block F,100.0
Meeco Industrial Building,Meeco Industrial Building,100.0
Haribest Industrial Building,Haribest Industrial Building,100.0
Universal Industrial Centre,Universal Industrial Centre,100.0
International Industrial Centre,International Industrial Centre,100.0
Yue Cheung Centre,Yue Cheung Centre,100.0
Grandtech Centre,Grand Centre,85.71428571428571
Century Industrial Centre,Century Industrial Centre,100.0
W Luxe,W Luxe,100.0
Fonda Industrial Building,Fonda Industrial Building,100.0
"Grand Central Plaza, Tower II",Central Tower,100.0
Hopeful Factory Centre,Hopeful Factory Centre,100.0
Wah Luen Industrial Centre Block A,Wah Luen Industrial Centre Block A,100.0
Yale Industrial Centre,Yale Industrial Centre,100.0
New Commerce Centre,New Commerce Centre,100.0
Wah Yiu Industrial Centre,Wah Yiu Industrial Centre,100.0
Wah Lok Industrial Centre Block B,Wah Lok Industrial Centre Block C,96.96969696969697
Wah Luen Industrial Centre Block B,Wah Luen Industrial Centre Block B,100.0
CCT Telecom Building,CCT Telecom Building,100.0
Topsail Plaza,Topsail Plaza,100.0
Kings Wing Plaza 1,Kings Wing Plaza 1,100.0
Wah Lai Industrial Centre,Wah Lai Industrial Centre,100.0
Fu Cheung Centre,Fu Cheung Centre,100.0
Veristrong Industrial Centre Block A,Veristrong Industrial Centre Block A,100.0
On Shing Industrial Building,On Shing Industrial Building,100.0
New Trade Plaza Block B,New Trade Plaza Block B,100.0
Veristrong Industrial Centre Block B,Veristrong Industrial Centre Block B,100.0
New Trade Plaza Block A,New Trade Plaza Block A,100.0
Wah Lok Industrial Centre Block D,Wah Lok Industrial Centre Block C,96.96969696969697
Ever Gain Centre (No.4),Ever Gain Centre,100.0
Kings Wing Plaza I On Kwan Street,Wing On Plaza,100.0
Corporation Park,Corporation Square,82.35294117647058
Wah Wai Industrial Building (FT),Wah Wai Industrial Building (FT),100.0
Citimark,Citimark,100.0
Wah Wai Centre,Wah Wai Centre,100.0
Kin Ho Industrial Building Block 1,Kin Ho Industrial Building Block 1,100.0
Leader Industrial Centre,Leader Industrial Centre,100.0
Wah Lok Industrial Centre Block E,Wah Lok Industrial Centre Block E,100.0
Wah Lok Industrial Centre Block C,Wah Lok Industrial Centre Block C,100.0
Chiaphua Centre,Chiaphua Centre,100.0
Valiant Industrial Centre,Valiant Industrial Centre,100.0
Technology Park,Technology Park,100.0
Metropole Square,Metropole Square,100.0
Worldwide Industrial Centre,Worldwide Industrial Centre,100.0
Fo Tan Industrial Centre,Fo Tan Industrial Centre,100.0
Wah Lok Industrial Centre Block A,Wah Lok Industrial Centre Block A,100.0
"Grand Central Plaza, Tower I",Central Tower,100.0
Kings Wing Plaza II Ok Mall On Kwan Street,Wing On Plaza,100.0
Harry Industrial Building,Harry Industrial Building,100.0
On Wah Industrial Building,On Wah Industrial Building,100.0
Shatin Industrial Centre Block A,Shatin Industrial Centre Block A,100.0
Goldfield Industrial Centre,Goldfield Industrial Centre,100.0
Sha Tin Centre Wang Pok Street,On Tin Centre,86.95652173913044
Power Industrial Building,Power Industrial Building,100.0
Wah Sang Industrial Building Block A,Wah Sang Industrial Building Block A,100.0
Supreme Industrial Building,Supreme Industrial Building,100.0
Kings Wing Plaza II On Kwan Street,Wing On Plaza,100.0
Chiaphua Industries Building,Chiaphua Industries Building,100.0
Kin Ho Industrial Building Block 2,Kin Ho Industrial Building Block 2,100.0
Leapont Centre,Leapont Centre,100.0
Yan Hing Centre,Yan Hing Centre,100.0
Unison Industrial Centre,Unison Industrial Centre,100.0
Wah Sang Industrial Building Block B,Wah Sang Industrial Building Block B,100.0
Goodman Shatin Logistics Centre 2,Goodman Shatin Logistics Centre 2,100.0
Shatin Industrial Centre Block B,Shatin Industrial Centre Block B,100.0
Koon Wah Building,Koon Wah Building,100.0
Wai Wah Centre Shatin Centre Street,Wah Wai Centre,100.0
Shatin Industrial Building,Shatin Industrial Building,100.0
Ever Gain Building (No.2),Bcc Building,80.0
Sui Wo Court Commercial Centre Sui Wo Road,Boss Commercial Centre,87.17948717948718
Koon Wah Building Yuen Shun Circuit,Koon Wah Building,100.0
Town Health Technology Centre,Technology Park,80.0
Goldlion Holdings Centre,Goldlion Holdings Centre,100.0
Metropole Square ,Metropole Square,100.0
Kings Wing Plaza 2 ,Kings Wing Plaza 2,100.0
Kings Wing Plaza 1 ,Kings Wing Plaza 1,100.0
Citimark ,Citimark,100.0
Sui Wo Court Commercial Centre,Boss Commercial Centre,87.17948717948718
Kings Wing Plaza I,Kings Wing Plaza 2,94.44444444444444
Kings Wing Plaza II,Kings Wing Plaza 2,94.11764705882354
Kings Wing Plaza II Ok Mall,Kings Wing Plaza 2,94.11764705882354
Sha Tin Centre,On Tin Centre,86.95652173913044
Goodman Shatin Logistic Centre 2,Goodman Shatin Logistics Centre 2,98.46153846153847
Hiton Plaza,Horizon Plaza,83.33333333333333
"Grand Central Plaza, Tower II ",Central Tower,100.0
"Grand Central Plaza, Tower I ",Central Tower,100.0
W Luxe ,W Luxe,100.0
Koon Wah Building ,Koon Wah Building,100.0
Shatin  Plaza,Sino Plaza,81.81818181818181
Ever Gain Building (No.3),Bcc Building,80.0
Shatin Industrial Centre,Shatin Industrial Centre Block A,100.0
Wah Sang Industrial Building,Wah Sang Industrial Building Block A,100.0
Grand Central Plaza ,Central Plaza,100.0
Wai Wah Centre,Wah Wai Centre,100.0
Goodman Shatin Logistic Centre 1,Goodman Shatin Logistics Centre 1,98.46153846153847
Sun Hung Kai Logistic Centre (Shatin),Sun Hung Kai Centre,100.0
Citimark Yuen Shun Circuit,Citimark,100.0
Ma On Shan Centre On Chun Street,Siu On Centre,81.81818181818181
Sunshine City Plaza Phase 3 On Shing Street,Siu On Plaza,80.0
Sunshine City Plaza Phase 2 On Shing Street,Siu On Plaza,80.0
Sunshine City Plaza Phase 4 On Luk Street,Siu On Plaza,80.0
Double Cove Place Wu Kai Sha Road,M Place,83.33333333333333
Ma On Shan Plaza Sai Sha Road,Siu On Plaza,80.0
Ma On Shan Plaza,Siu On Plaza,80.0
Ma On Shan Centre,Siu On Centre,81.81818181818181
Double Cove Place,M Place,83.33333333333333
Lee On Shopping Centre,Siu On Centre,81.81818181818181
Sheung Tak Plaza,Sheung Shui Plaza Block A,85.71428571428571
Park Central,Central Plaza,80.0
Yan Hing Engineering Works Ltd,Yan Hing Engineering Works Ltd,100.0
Ho Lik Centre,Ho Lik Centre,100.0
Richwealth Industrial Building,Richwealth Industrial Building,100.0
One Midtown,One Midtown,100.0
Sun Fung Centre,Sun Fung Centre,100.0
Thriving Industrial Centre,Thriving Industrial Centre,100.0
Southeast Industrial Building,Southeast Industrial Building,100.0
DAN6,DAN6,100.0
Wah Chun Industrial Centre,Wah Chun Industrial Centre,100.0
Golden Bear Industrial Centre,Golden Centre,100.0
Wah Shing Building Sha Tsui Road,Kut Shing Building,87.5
Kwan Shing Building Tsuen Wan Market Street,Kut Shing Building,87.5
Million Fortune Industrial Centre,Fortune Centre,100.0
Nan Fung Centre,Nan Fung Commercial Centre,100.0
Leahander Centre,Leahander Centre,100.0
Cameron Sino Technology Centre,Sino Centre,100.0
International Enterprise Centre 3 (IEC3),International Trade Centre,86.95652173913044
Superluck Industrial Centre II,Superluck Industrial Centre II,100.0
Sandoz Centre,Sandoz Centre,100.0
CDW Building,CDW Building,100.0
On Yue Building Tsuen Wan Market Street,Yue Xiu Building,85.71428571428571
Shield Industrial Centre,Shield Industrial Centre,100.0
International Enterprise Centre 1 (IEC1),International Trade Centre,86.95652173913044
Mega Trade Centre,Mega Trade Centre,100.0
Tak Fung Industrial Centre 1,Tak Fung Industrial Centre 1,100.0
TML Tower,TML Tower,100.0
Grand City Plaza,"Office Tower One, Grand Plaza",81.48148148148148
Tsuen Wan Industrial Building,Tsuen Wan Industrial Building,100.0
Wing Hing Industrial Building (TW),Wing Hing Industrial Building (TW),100.0
Houston Industrial Building,Houston Industrial Building,100.0
Wah Wai Industrial Building (TW),Wah Wai Industrial Building (TW),100.0
Superluck Industrial Centre I,Superluck Industrial Centre I,100.0
King Palace Plaza (TW),King Palace Plaza (TW),100.0
Wah Lik Industrial Centre,Wah Lik Industrial Centre,100.0
Tai Hung Fai (Tsuen Wan) Centre Chung On Street,Siu On Centre,81.81818181818181
Goodwill Industrial Building,Goodwill Industrial Building,100.0
Lin Fung Centre,Lin Fung Centre,100.0
Glee Industrial Building,Glee Industrial Building,100.0
Goodman Global Gateway,Global Gateway Tower,82.35294117647058
Cable TV Tower,Cable TV Tower,100.0
Tak Yan Building Phase 16 Tai Pa Street,Tai Yau Building,85.71428571428571
Wang Lung Industrial Building,Wang Lung Industrial Building,100.0
Sunwise Industrial Building,Sunwise Industrial Building,100.0
On Foo Building Tsuen Hing Path,Yue Hing Building,86.66666666666667
Fu Yuen Industrial Building,Fu Yuen Industrial Building,100.0
Nan Fung Centre Castle Peak Road,Nan Fung Centre,100.0
Hi-tech Industrial Centre B,Hi-tech Industrial Centre B,100.0
Po Yip Building Block B,Po Yip Building Block A,95.65217391304348
Hi-tech Industrial Centre A,Hi-tech Industrial Centre A,100.0
The Octagon,The Octagon,100.0
Nina Tower,Nina Tower,100.0
Texaco Road Industrial Centre Block B,Texaco Road Industrial Centre Block B,100.0
Fortune Commercial Building,Witty Commercial Building,86.36363636363636
KOLOUR . Tsuen Wan I,KOLOUR . Tsuen Wan I,100.0
Cheung Fung Industrial Building,Cheung Fung Industrial Building,100.0
Leader Industrial Centre 1,Leader Industrial Centre,100.0
45 Texaco Road,Texaco Road Industrial Centre Block B,88.0
Brighton Place Shiu Wo Street,M Place,83.33333333333333
20-24 Lo Tak Court,Lo Tak Court,100.0
TCL Tower,TCL Tower,100.0
Tak Fung Industrial Centre 2,Tak Fung Industrial Centre 2,100.0
W212,W212,100.0
Ming Wah Industrial Building,Ming Wah Industrial Building,100.0
Lucida Industrial Building,Lucida Industrial Building,100.0
Hing Hing Building Tai Ho Road,Yue Hing Building,86.66666666666667
City Industrial Complex,City Industrial Complex,100.0
EW International Tower,EW International Tower,100.0
Wing Fung Industrial Building,Wing Fung Industrial Building,100.0
Sun Fung Industrial Building,Sun Fung Industrial Building,100.0
Tsuen Tung Factory Building,Tsuen Tung Factory Building,100.0
Chung On Building Sha Tsui Road,Bcc Building,80.0
Fou Wah Industrial Building,Fou Wah Industrial Building,100.0
Kong Nam Industrial Building B,Kong Nam Industrial Building B,100.0
Excelsior Industrial Building,Excelsior Industrial Building,100.0
Young Ya Industrial Building,Young Ya Industrial Building,100.0
Yue Fung Industrial Building (TW),Yue Fung Industrial Building (TW),100.0
Ka Wah Building Heung Wo Street,Koon Wah Building,82.75862068965517
Heung Wo Building Heung Wo Street,Bcc Building,80.0
Waylee Industrial Centre,Waylee Industrial Centre,100.0
Mita Centre,Mita Centre,100.0
Fortune Building Sha Tsui Road,Bcc Building,80.0
