id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
NO2024072624072601060031,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00121,Realty Gardens,B000002514,London Court,1971-11-04T16:00:00.000Z,U000815502,16,Higher Floor,H,A,0,1166,25000000,['LANDREG'],2024-07-25T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-30T01:05:06.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Realty-Gardens-NO2024072624072601060031,"{'lat': 22.281708, 'lon': 114.144864}"
NO2024072624072600210267,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02544,Dragonview Court,B000003340,Dragonview Court,1989-12-13T16:00:00.000Z,U000339552,10,Lower Floor,L,A,1622,1216,22000000,['LANDREG'],2024-07-25T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-31T11:05:51.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Dragonview-Court-NO2024072624072600210267,"{'lat': 22.282152, 'lon': 114.14356}"
I20240702280,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002344,Block 2,1994-12-22T16:00:00.000Z,U000266969,,Middle Floor,M,F,1266,1052,47000,['MIDLAND'],2024-07-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-I20240702280,"{'lat': 22.28148, 'lon': 114.149467}"
NO2024072524072501440013,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02623,Elegant Garden,B000002333,Elegant Garden,1975-05-18T16:00:00.000Z,U000266150,18,Higher Floor,H,B,0,1465,22000000,['LANDREG'],2024-07-24T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-26T04:05:13.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Elegant-Garden-NO2024072524072501440013,"{'lat': 22.283123, 'lon': 114.14079}"
NO2024072524072502030019,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04536,Ka Yee Court,B000005435,Ka Yee Court,1992-09-29T16:00:00.000Z,U000806276,24,Higher Floor,H,A,0,341,6998000,['LANDREG'],2024-07-24T16:00:00.000Z,S,2004-01-09T16:00:00.000Z,20.6,1770000,2,LANDREG,LANDREG,2024-07-25T23:10:19.000Z,295.37,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ka-Yee-Court-NO2024072524072502030019,"{'lat': 22.279985999999997, 'lon': 114.15153}"
I20240702817,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391512,,Lower Floor,L,B,0,970,54000,['MIDLAND'],2024-07-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-I20240702817,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
I20240601775,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02723,Excelsior Court,B000002346,Excelsior Court,1989-01-29T16:00:00.000Z,U000267466,,Middle Floor,M,F,904,772,36000,['MIDLAND'],2024-07-22T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-22T23:28:10.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Excelsior-Court-I20240601775,"{'lat': 22.281363, 'lon': 114.148674}"
I20240701365,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04406,Jadestone Court,B000002444,Jadestone Court,1991-05-14T16:00:00.000Z,U000270908,,Lower Floor,L,C,507,370,16800,['MIDLAND'],2024-07-22T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T04:05:36.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Jadestone-Court-I20240701365,"{'lat': 22.282892999999998, 'lon': 114.149258}"
NO2024072224072201850148,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015562,The Morgan,B000081414,The Morgan,2016-09-11T16:00:00.000Z,U002526671,9,Lower Floor,L,D2,0,1073,23250000,['LANDREG'],2024-07-21T16:00:00.000Z,S,2016-03-30T16:00:00.000Z,8.3,32166000,2,LANDREG,LANDREG,2024-07-22T23:28:16.000Z,-27.72,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Morgan-NO2024072224072201850148,"{'lat': 22.280186, 'lon': 114.14889}"
I20240701357,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09491,Windsor Court,B000005047,Windsor Court,1993-12-30T16:00:00.000Z,U000480971,,Higher Floor,H,C,367,259,15500,['MIDLAND'],2024-07-21T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T03:07:28.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Windsor-Court-I20240701357,"{'lat': 22.282265, 'lon': 114.150215}"
I20240601762,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10567,Woodland Court,B000005054,Woodland Court,1986-06-25T16:00:00.000Z,U000481184,7,Lower Floor,L,A,535,394,5480000,['LANDREG'],2024-07-21T16:00:00.000Z,S,,,,2,LANDREG,MIDLAND,2024-07-22T23:28:16.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodland-Court-I20240601762,"{'lat': 22.281796, 'lon': 114.15052}"
NO2024072224072201200022,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00445,Euston Court,B000003596,Block 2,1989-01-25T16:00:00.000Z,U000360393,1,Lower Floor,L,C,929,790,11000000,['LANDREG'],2024-07-21T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-30T01:05:06.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Euston-Court-NO2024072224072201200022,"{'lat': 22.284575999999998, 'lon': 114.145132}"
I20240701058,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000004282,31 Robinson Road,B000062612,31 Robinson Road,2007-12-19T16:00:00.000Z,U001622190,,Lower Floor,L,B,1341,1002,50000,['MIDLAND'],2024-07-21T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-31-Robinson-Road-I20240701058,"{'lat': 22.279215, 'lon': 114.1513}"
I20240701680,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000007602,Conduit 18,B000068428,Conduit 18,2010-06-20T16:00:00.000Z,U001882313,20,Higher Floor,H,B,1251,920,19500000,['LANDREG'],2024-07-21T16:00:00.000Z,S,2009-10-21T16:00:00.000Z,14.8,19238000,2,LANDREG,MIDLAND,2024-07-22T23:28:16.000Z,1.36,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Conduit-18-I20240701680,"{'lat': 22.278886, 'lon': 114.15111}"
I20240701334,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000006168,The Babington,B000065159,The Babington,2009-12-20T16:00:00.000Z,U001727537,,Lower Floor,L,A,1139,811,38000,['MIDLAND'],2024-07-19T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Babington-I20240701334,"{'lat': 22.284086, 'lon': 114.14138}"
I20240700976,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E05077,King's Garden,B000002476,King's Garden,1971-02-14T16:00:00.000Z,U001864268,,Middle Floor,M,A,0,1060,34500,['MIDLAND'],2024-07-19T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-King-s-Garden-I20240700976,"{'lat': 22.281736, 'lon': 114.143973}"
NO2024071924071902040245,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002345,Block 1,1994-12-22T16:00:00.000Z,U000267099,9,Lower Floor,L,C,1350,1123,17980000,['LANDREG'],2024-07-18T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-21T23:08:59.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-NO2024071924071902040245,"{'lat': 22.281841999999997, 'lon': 114.14916099999999}"
I20240602541,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09784,Wise Mansion,B000002508,Wise Mansion,1958-10-21T16:00:00.000Z,U000822726,,Lower Floor,L,A,0,700,22000,['MIDLAND'],2024-07-17T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-17T23:04:45.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wise-Mansion-I20240602541,"{'lat': 22.27984, 'lon': 114.15105}"
NO2024071824071800210011,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000007799,Seymour,B000068465,Seymour,2011-10-05T16:00:00.000Z,U001884892,62,Higher Floor,H,B,1888,1398,45000000,['LANDREG'],2024-07-17T16:00:00.000Z,S,2009-12-16T16:00:00.000Z,14.6,78000000,2,LANDREG,LANDREG,2024-07-19T03:07:13.000Z,-42.31,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Seymour-NO2024071824071800210011,"{'lat': 22.280866, 'lon': 114.150832}"
F20240600373,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015535,Wellesley,B000080944,Wellesley,2018-10-25T16:00:00.000Z,U002500434,,Middle Floor,M,C,0,1179,65000,['HKP'],2024-07-17T16:00:00.000Z,L,,,,2,HKP,HKP,2024-07-17T23:04:45.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wellesley-F20240600373,"{'lat': 22.278757, 'lon': 114.15231}"
NO2024071724071700260064,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09491,Windsor Court,B000005047,Windsor Court,1993-12-30T16:00:00.000Z,U000480953,5,Lower Floor,L,C,367,259,3950000,['LANDREG'],2024-07-16T16:00:00.000Z,S,2016-05-04T16:00:00.000Z,8.2,4700000,2,LANDREG,LANDREG,2024-07-17T23:04:51.000Z,-15.96,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Windsor-Court-NO2024071724071700260064,"{'lat': 22.282265, 'lon': 114.150215}"
I20240701107,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10642,Wilton Place,B000024870,Wilton Place,1997-09-07T16:00:00.000Z,U001713475,,Lower Floor,L,E,0,290,16000,['MIDLAND'],2024-07-16T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wilton-Place-I20240701107,"{'lat': 22.284246, 'lon': 114.14276}"
I20240601962,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000017031,Central 8,B000092517,Central 8,2020-12-07T16:00:00.000Z,U002883169,25,Higher Floor,H,D,0,203,5172900,"['LANDREG', 'FIRSTHAND']",2024-07-15T16:00:00.000Z,S,,,,1,LANDREG,MIDLAND,2024-07-29T02:41:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Central-8-I20240601962,"{'lat': 22.279629999999997, 'lon': 114.15231}"
NO2024071624071601440029,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00794,Imperial Court,B000002524,Block C,1996-02-07T16:00:00.000Z,U000821048,6,Lower Floor,L,2,1531,1196,18280000,['LANDREG'],2024-07-15T16:00:00.000Z,S,1997-04-03T16:00:00.000Z,27.3,13980000,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,30.76,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Imperial-Court-NO2024071624071601440029,"{'lat': 22.282393, 'lon': 114.14479}"
I20240702866,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015562,The Morgan,B000081414,The Morgan,2016-09-11T16:00:00.000Z,U002526593,,Lower Floor,L,B,0,1304,84000,['MIDLAND'],2024-07-15T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Morgan-I20240702866,"{'lat': 22.280186, 'lon': 114.14889}"
I20240602537,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00452,Fulham Garden,B000002405,Block Gh,1976-10-12T16:00:00.000Z,U000899525,5,Middle Floor,M,H,0,1560,20380000,['LANDREG'],2024-07-15T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Fulham-Garden-I20240602537,"{'lat': 22.279443999999998, 'lon': 114.131831}"
NO2024071524071500530018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00116,Vantage Park,B000002465,Block 1,1994-06-06T16:00:00.000Z,U000271751,16,Middle Floor,M,F,817,611,14200000,['LANDREG'],2024-07-14T16:00:00.000Z,S,2009-04-28T16:00:00.000Z,15.2,7640000,2,LANDREG,LANDREG,2024-07-16T03:06:18.000Z,85.86,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-NO2024071524071500530018,"{'lat': 22.279377999999998, 'lon': 114.15071}"
NO2024071524071501910055,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01675,Caine Mansion,B000002263,Caine Mansion,1980-08-14T16:00:00.000Z,U000804075,24,Higher Floor,H,E,0,805,12000000,['LANDREG'],2024-07-14T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-12-03T11:06:07.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Caine-Mansion-NO2024071524071501910055,"{'lat': 22.281637, 'lon': 114.151505}"
I20240700049,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017709,Block 1,2000-12-28T16:00:00.000Z,U000856634,,Lower Floor,L,A,1147,889,43000,['MIDLAND'],2024-07-12T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T11:07:13.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240700049,"{'lat': 22.284782, 'lon': 114.132608}"
I20240700765,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00116,Vantage Park,B000002465,Block 1,1994-06-06T16:00:00.000Z,U000271748,,Middle Floor,M,F,817,611,33000,['MIDLAND'],2024-07-12T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-I20240700765,"{'lat': 22.279377999999998, 'lon': 114.15071}"
I20240602001,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02643,Emerald Garden,B000002342,Emerald Garden,1974-12-30T16:00:00.000Z,U000266643,,Middle Floor,M,A,1160,971,38000,['MIDLAND'],2024-07-12T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-12T23:10:02.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Emerald-Garden-I20240602001,"{'lat': 22.279013, 'lon': 114.13168999999999}"
I20240701866,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10598,Ying Piu Mansion,B000005018,Ying Piu Mansion,1996-03-11T16:00:00.000Z,U000478343,,Lower Floor,L,B,569,404,17000,['MIDLAND'],2024-07-11T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ying-Piu-Mansion-I20240701866,"{'lat': 22.283718, 'lon': 114.14574}"
NO2024071224071200620014,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01673,Caine Building,B000002275,Caine Building,1987-09-22T16:00:00.000Z,U000262104,7,Lower Floor,L,A,660,436,6400000,['LANDREG'],2024-07-11T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-10-15T04:07:24.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Caine-Building-NO2024071224071200620014,"{'lat': 22.279963, 'lon': 114.15362}"
NO2024071124071100400070,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E11857,Bella Vista,B000051917,Bella Vista,2000-05-05T16:00:00.000Z,U001653257,10,Lower Floor,L,D,0,449,7600000,['LANDREG'],2024-07-10T16:00:00.000Z,S,2021-02-28T16:00:00.000Z,3.4,9080000,2,LANDREG,LANDREG,2025-01-08T07:08:56.000Z,-16.3,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Bella-Vista-NO2024071124071100400070,"{'lat': 22.281496, 'lon': 114.151089}"
I20240601459,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017709,Block 1,2000-12-28T16:00:00.000Z,U000856711,,Higher Floor,H,B,979,772,38000,['MIDLAND'],2024-07-10T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-10T23:13:00.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240601459,"{'lat': 22.284782, 'lon': 114.132608}"
NO2024071124071100160064,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07372,Rhine Court,B000005199,Rhine Court,1975-03-26T16:00:00.000Z,U000496446,22,Higher Floor,H,B3,0,1073,12880000,['LANDREG'],2024-07-10T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-11T23:12:29.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Rhine-Court-NO2024071124071100160064,"{'lat': 22.283928, 'lon': 114.14108}"
NO2024071124071100150048,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00741,Scenic Garden,B000002367,Block 2,1989-06-29T16:00:00.000Z,U000268403,30,Higher Floor,H,B,1534,1224,24300000,['LANDREG'],2024-07-10T16:00:00.000Z,S,2010-01-18T16:00:00.000Z,14.5,16500000,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,47.27,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenic-Garden-NO2024071124071100150048,"{'lat': 22.282166999999998, 'lon': 114.14302}"
NO2024071024071001700013,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08960,Valiant Park,B000002472,Valiant Park,1993-06-29T16:00:00.000Z,U000272181,33,Higher Floor,H,C,995,802,16880000,['LANDREG'],2024-07-09T16:00:00.000Z,S,2007-05-04T16:00:00.000Z,17.2,8280000,2,LANDREG,LANDREG,2024-07-11T03:08:18.000Z,103.86,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Valiant-Park-NO2024071024071001700013,"{'lat': 22.280853, 'lon': 114.148707}"
NO2024071024071001250032,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002344,Block 2,1994-12-22T16:00:00.000Z,U000266783,19,Middle Floor,M,B,1366,1115,19380000,['LANDREG'],2024-07-09T16:00:00.000Z,S,2015-03-02T16:00:00.000Z,9.4,19800000,2,LANDREG,LANDREG,2024-07-10T23:13:07.000Z,-2.12,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-NO2024071024071001250032,"{'lat': 22.28148, 'lon': 114.149467}"
I20240700704,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12041,Palatial Crest,B000017742,Palatial Crest,2000-12-03T16:00:00.000Z,U001660500,,Middle Floor,M,D,0,787,45500,['MIDLAND'],2024-07-09T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Palatial-Crest-I20240700704,"{'lat': 22.280388, 'lon': 114.150734}"
NO2024070924070901510047,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04962,Kin Hing House,B000020675,Kin Hing House,1976-03-30T16:00:00.000Z,U001975522,1,Lower Floor,L,A,0,348,3630000,['LANDREG'],2024-07-08T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-09T23:09:58.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Kin-Hing-House-NO2024070924070901510047,"{'lat': 22.28044, 'lon': 114.15122}"
I20240602448,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09491,Windsor Court,B000005047,Windsor Court,1993-12-30T16:00:00.000Z,U000480963,,Middle Floor,M,C,367,259,13500,['MIDLAND'],2024-07-07T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-08T15:05:30.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Windsor-Court-I20240602448,"{'lat': 22.282265, 'lon': 114.150215}"
NO2024070824070800890010,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857554,49,Higher Floor,H,C,852,667,14500000,['LANDREG'],2024-07-07T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-08T23:11:06.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024070824070800890010,"{'lat': 22.284713999999997, 'lon': 114.133842}"
