id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
I20250101344,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07610,Seymour Place,B000002376,Seymour Place,1994-06-05T16:00:00.000Z,U000268950,,Lower Floor,L,C,1108,903,36500,['MIDLAND'],2025-01-19T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-02-10T11:06:42.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Seymour-Place-I20250101344,"{'lat': 22.280829999999998, 'lon': 114.15054}"
I20241201608,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10641,Scholastic Garden,B000003882,Scholastic Garden,1996-06-11T16:00:00.000Z,U000380532,,Lower Floor,L,G,0,626,29000,['MIDLAND'],2025-01-17T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-17T23:07:51.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scholastic-Garden-I20241201608,"{'lat': 22.283806, 'lon': 114.14164}"
I20250101667,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00655,Peaksville,B000002277,Block 2,1993-01-11T16:00:00.000Z,U000262199,,Middle Floor,M,A,0,434,19300,['MIDLAND'],2025-01-16T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-02-11T03:04:37.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Peaksville-I20250101667,"{'lat': 22.282248, 'lon': 114.14782}"
I20250100505,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953256,,Lower Floor,L,H,1408,1093,49000,['MIDLAND'],2025-01-14T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-02-10T11:06:42.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20250100505,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2025011525011501180065,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10779,Fairview Height,B000002351,Fairview Height,1996-01-24T16:00:00.000Z,U000267638,24,Higher Floor,H,A,470,355,6350000,['LANDREG'],2025-01-14T16:00:00.000Z,S,2011-02-01T16:00:00.000Z,14,4880000,2,LANDREG,LANDREG,2025-01-15T23:05:36.000Z,30.12,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Fairview-Height-NO2025011525011501180065,"{'lat': 22.280037, 'lon': 114.150808}"
NO2025011525011500450011,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08960,Valiant Park,B000002472,Valiant Park,1993-06-29T16:00:00.000Z,U000272259,6,Lower Floor,L,F,669,521,8200000,['LANDREG'],2025-01-14T16:00:00.000Z,S,2007-04-20T16:00:00.000Z,17.8,4380000,2,LANDREG,LANDREG,2025-01-15T23:05:36.000Z,87.21,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Valiant-Park-NO2025011525011500450011,"{'lat': 22.280853, 'lon': 114.148707}"
NO2025011425011401420019,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07251,Primrose Court,B000002262,Primrose Court,1993-11-29T16:00:00.000Z,U000261659,12,Middle Floor,M,B,804,659,11380000,['LANDREG'],2025-01-13T16:00:00.000Z,S,1999-01-12T16:00:00.000Z,26,4800000,2,LANDREG,LANDREG,2025-01-14T23:06:08.000Z,137.08,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Primrose-Court-NO2025011425011401420019,"{'lat': 22.281708, 'lon': 114.147511}"
NO2025011425011400740098,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03219,Garfield Mansion,B000002410,Garfield Mansion,1973-11-21T16:00:00.000Z,U000810601,7,Lower Floor,L,C,0,842,11100000,['LANDREG'],2025-01-13T16:00:00.000Z,S,1997-03-02T16:00:00.000Z,27.9,4938000,2,LANDREG,LANDREG,2025-01-15T11:05:53.000Z,124.79,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Garfield-Mansion-NO2025011425011400740098,"{'lat': 22.281616, 'lon': 114.15029}"
NO2025011425011400170018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000486,Hing Wah Mansions,B000052166,Block A,1960-06-15T16:00:00.000Z,U001716308,5,Middle Floor,M,A4,0,358,3600000,['LANDREG'],2025-01-13T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2025-01-21T11:05:47.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hing-Wah-Mansions-NO2025011425011400170018,"{'lat': 22.283897, 'lon': 114.14252}"
NO2025011425011400400127,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016944,University Heights,B000091907,Tower 1,2019-10-17T16:00:00.000Z,U002893936,9,Middle Floor,M,B,0,1508,57000000,['LANDREG'],2025-01-13T16:00:00.000Z,S,2022-01-12T16:00:00.000Z,3,77299200,2,LANDREG,LANDREG,2025-01-14T23:06:08.000Z,-26.26,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-University-Heights-NO2025011425011400400127,"{'lat': 22.2815, 'lon': 114.14091}"
NO2025011425011400620449,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016354,Upper Central,B000094996,Upper Central (Il150 S.A Ss.3 R.P.),2020-05-17T16:00:00.000Z,U002933731,21,Middle Floor,M,D,0,244,6249000,"['LANDREG', 'FIRSTHAND']",2025-01-13T16:00:00.000Z,S,,,,1,LANDREG,LANDREG,2025-01-15T03:10:53.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Upper-Central-NO2025011425011400620449,"{'lat': 22.280945382594798, 'lon': 114.15222431790701}"
I20241102129,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01339,Alpine Court,B000003541,Alpine Court,1972-03-26T16:00:00.000Z,U000792768,,Lower Floor,L,B,1930,1695,60000,['MIDLAND'],2025-01-10T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-10T23:18:46.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Alpine-Court-I20241102129,"{'lat': 22.282149, 'lon': 114.142247}"
I20241201489,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00617,Scenic Heights,B000002368,Block 1,1988-02-09T16:00:00.000Z,U000268495,,Middle Floor,M,D,1256,1076,43000,['MIDLAND'],2025-01-09T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-09T23:24:42.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenic-Heights-I20241201489,"{'lat': 22.281806, 'lon': 114.1473736}"
I20241201206,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000008241,Azura,B000070231,Azura,2012-09-04T16:00:00.000Z,U001926327,18,Lower Floor,L,C,1679,1301,31000000,['LANDREG'],2025-01-09T16:00:00.000Z,S,2013-02-21T16:00:00.000Z,11.9,34850000,2,LANDREG,MIDLAND,2025-01-12T23:07:11.000Z,-11.05,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Azura-I20241201206,"{'lat': 22.282071, 'lon': 114.149761}"
NO2025011025011000350022,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857501,42,Middle Floor,M,B,852,667,13500000,['LANDREG'],2025-01-09T16:00:00.000Z,S,2001-12-12T16:00:00.000Z,23.1,3600000,2,LANDREG,LANDREG,2025-01-12T23:07:11.000Z,275,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025011025011000350022,"{'lat': 22.284713999999997, 'lon': 114.133842}"
I20241201736,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000006140,Soho 38,B000051872,Soho 38,2008-08-27T16:00:00.000Z,U001727472,17,Middle Floor,M,B,400,269,5250000,['LANDREG'],2025-01-09T16:00:00.000Z,S,2008-09-25T16:00:00.000Z,16.3,6678000,2,LANDREG,MIDLAND,2025-01-12T23:07:11.000Z,-21.38,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Soho-38-I20241201736,"{'lat': 22.280077, 'lon': 114.15127}"
I20241101967,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953015,,Higher Floor,H,B,1398,1109,55000,['MIDLAND'],2025-01-09T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-09T23:24:42.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20241101967,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2025010925010900910018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00617,Scenic Heights,B000002676,Block 2,1988-02-09T16:00:00.000Z,U000294919,27,Higher Floor,H,A,1256,1081,20680000,['LANDREG'],2025-01-08T16:00:00.000Z,S,2009-06-08T16:00:00.000Z,15.6,12770000,2,LANDREG,LANDREG,2025-01-10T11:08:36.000Z,61.94,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenic-Heights-NO2025010925010900910018,"{'lat': 22.2819835, 'lon': 114.147227}"
I20241100778,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000007799,Seymour,B000068465,Seymour,2011-10-05T16:00:00.000Z,U001884791,,Lower Floor,L,A,2348,1732,85000,['MIDLAND'],2025-01-07T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-07T23:07:24.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Seymour-I20241100778,"{'lat': 22.280866, 'lon': 114.150832}"
NO2025010725010701920029,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002345,Block 1,1994-12-22T16:00:00.000Z,U000267122,32,Middle Floor,M,C,1351,1123,17500000,['LANDREG'],2025-01-06T16:00:00.000Z,S,2023-07-11T16:00:00.000Z,1.5,23500000,2,LANDREG,LANDREG,2025-01-07T23:07:32.000Z,-25.53,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-NO2025010725010701920029,"{'lat': 22.281841999999997, 'lon': 114.14916099999999}"
NO2025010725010701090050,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04195,Hoover Mansion,B000051155,Block D,1964-11-09T16:00:00.000Z,U001262318,9,Middle Floor,M,,1600,1329,16880000,['LANDREG'],2025-01-06T16:00:00.000Z,S,2007-10-28T16:00:00.000Z,17.2,9168000,2,LANDREG,LANDREG,2025-01-07T23:07:32.000Z,84.12,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hoover-Mansion-NO2025010725010701090050,"{'lat': 22.283527, 'lon': 114.142641}"
I20241201633,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02824,Flourish Court,B000002365,Flourish Court,1993-09-13T16:00:00.000Z,U000268179,,Lower Floor,L,B,1195,946,38000,['MIDLAND'],2025-01-03T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-07T04:04:26.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Flourish-Court-I20241201633,"{'lat': 22.28005, 'lon': 114.150276}"
I20241200789,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000007367,The Icon,B000067979,The Icon,2010-11-11T16:00:00.000Z,U001872322,,Higher Floor,H,A,0,452,25000,['MIDLAND'],2025-01-02T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-07T15:06:35.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Icon-I20241200789,"{'lat': 22.2804025, 'lon': 114.1497034}"
NO2025010325010300191027,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857572,17,Lower Floor,L,D,858,659,12680000,['LANDREG'],2025-01-02T16:00:00.000Z,S,2017-05-28T16:00:00.000Z,7.6,14300000,2,LANDREG,LANDREG,2025-01-06T00:10:25.000Z,-11.33,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025010325010300191027,"{'lat': 22.284713999999997, 'lon': 114.133842}"
I20241101137,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04903,Kenyon Court,B000002489,Kenyon Court,1983-12-13T16:00:00.000Z,U000272833,21,Middle Floor,M,D,1071,957,17380000,['LANDREG'],2025-01-01T16:00:00.000Z,S,2019-01-02T16:00:00.000Z,6,18117000,2,LANDREG,MIDLAND,2025-01-02T23:10:25.000Z,-4.07,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Kenyon-Court-I20241101137,"{'lat': 22.284048, 'lon': 114.144226}"
NO2025010225010200610123,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025896,Block 6,2001-12-10T16:00:00.000Z,U000953645,37,Middle Floor,M,H,1444,1133,24800000,['LANDREG'],2025-01-01T16:00:00.000Z,S,2010-11-28T16:00:00.000Z,14.1,17800000,2,LANDREG,LANDREG,2025-01-02T23:10:25.000Z,39.33,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2025010225010200610123,"{'lat': 22.2854716, 'lon': 114.1334085}"
NO2025010225010200950085,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01390,Arts Building,B000002183,Arts Building,1977-03-24T16:00:00.000Z,U000795085,19,Higher Floor,H,A,768,625,9100000,['LANDREG'],2025-01-01T16:00:00.000Z,S,2016-06-29T16:00:00.000Z,8.5,7800000,2,LANDREG,LANDREG,2025-01-02T23:10:25.000Z,16.67,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arts-Building-NO2025010225010200950085,"{'lat': 22.27948, 'lon': 114.151526}"
I20241200802,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00116,Vantage Park,B000002465,Block 1,1994-06-06T16:00:00.000Z,U000271753,,Middle Floor,M,F,0,611,31000,['MIDLAND'],2024-12-31T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-07T04:07:41.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-I20241200802,"{'lat': 22.279377999999998, 'lon': 114.15071}"
NO2024123124123101490326,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12835,80 Robinson Road,B000031078,Block 1,2001-08-24T16:00:00.000Z,U001003951,17,Lower Floor,L,B,1398,1042,23980000,['LANDREG'],2024-12-30T16:00:00.000Z,S,2009-11-11T16:00:00.000Z,15.1,16180000,2,LANDREG,LANDREG,2025-01-02T03:06:23.000Z,48.21,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-80-Robinson-Road-NO2024123124123101490326,"{'lat': 22.28344, 'lon': 114.146736}"
I20241201492,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000008241,Azura,B000070231,Azura,2012-09-04T16:00:00.000Z,U001926326,,Lower Floor,L,B,2078,1589,92000,['MIDLAND'],2024-12-30T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-12T04:03:40.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Azura-I20241201492,"{'lat': 22.282071, 'lon': 114.149761}"
NO2024123024123001350044,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07372,Rhine Court,B000005199,Rhine Court,1975-03-26T16:00:00.000Z,U000496428,4,Lower Floor,L,B3,1238,1073,11600000,['LANDREG'],2024-12-29T16:00:00.000Z,S,2012-05-08T16:00:00.000Z,12.7,9300000,2,LANDREG,LANDREG,2024-12-30T23:09:05.000Z,24.73,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Rhine-Court-NO2024123024123001350044,"{'lat': 22.283928, 'lon': 114.14108}"
I20241201794,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00121,Realty Gardens,B000002330,Rome Court,1972-08-03T16:00:00.000Z,U000815665,,Middle Floor,M,C,1350,1166,45500,['MIDLAND'],2024-12-29T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-13T07:04:17.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Realty-Gardens-I20241201794,"{'lat': 22.281976, 'lon': 114.145522}"
I20241200340,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000011027,10 Park Road,B000051502,10 Park Road,1980-01-01T16:00:00.000Z,U001974919,3,Middle Floor,M,,0,395,4200000,['LANDREG'],2024-12-29T16:00:00.000Z,S,,,,2,LANDREG,MIDLAND,2024-12-30T23:09:05.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-10-Park-Road-I20241200340,"{'lat': 22.28399, 'lon': 114.14329}"
NO2024123024123001440214,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04195,Hoover Mansion,B000051155,Block D,1964-11-09T16:00:00.000Z,U001262317,8,Middle Floor,M,,1600,1329,17000000,['LANDREG'],2024-12-29T16:00:00.000Z,S,2015-03-23T16:00:00.000Z,9.8,17000000,2,LANDREG,LANDREG,2024-12-30T23:09:05.000Z,0,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Hoover-Mansion-NO2024123024123001440214,"{'lat': 22.283527, 'lon': 114.142641}"
I20241201568,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857509,51,Higher Floor,H,B,852,667,13680000,['LANDREG'],2024-12-29T16:00:00.000Z,S,2007-06-11T16:00:00.000Z,17.6,6699800,2,LANDREG,MIDLAND,2024-12-30T23:09:05.000Z,104.19,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20241201568,"{'lat': 22.284713999999997, 'lon': 114.133842}"
I20241201428,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015818,Castle One By V,B000083029,Castle One By V,2016-07-11T16:00:00.000Z,U002615623,,Lower Floor,L,C,589,434,27000,['MIDLAND'],2024-12-27T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2025-01-13T07:04:17.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Castle-One-By-V-I20241201428,"{'lat': 22.281641, 'lon': 114.150986}"
